charmmlipid.csv Version 2.0.3
residue,order,search,replace,TER,num_atom
DAPG,44,H19X DAPG,H19R AR  ,True,131
DAPG,45,H19Y DAPG,H19S AR  ,True,131
DAPG,46,C320 DAPG,C120 AR  ,True,131
DAPG,47,H20X DAPG,H20R AR  ,True,131
DAPG,48,H20Y DAPG,H20S AR  ,True,131
DAPG,49,H20Z DAPG,H20T AR  ,True,131
DAPG,50, C13 DAPG, C33 PGR ,True,131
DAPG,51,H13A DAPG, H3A PGR ,True,131
DAPG,52,H13B DAPG, H3B PGR ,True,131
DAPG,53, OC3 DAPG, O36 PGR ,True,131
DAPG,54, HO3 DAPG,HO6A PGR ,True,131
DAPG,55, C12 DAPG, C32 PGR ,True,131
DAPG,56,H12A DAPG, H2A PGR ,True,131
DAPG,57, OC2 DAPG, O35 PGR ,True,131
DAPG,58, HO2 DAPG,HO5A PGR ,True,131
DAPG,59, C11 DAPG, C31 PGR ,True,131
DAPG,60,H11A DAPG, H1A PGR ,True,131
DAPG,61,H11B DAPG, H1B PGR ,True,131
DAPG,62, P   DAPG, P31 PGR ,True,131
DAPG,63, O13 DAPG, O33 PGR ,True,131
DAPG,64, O14 DAPG, O34 PGR ,True,131
DAPG,65, O12 DAPG, O32 PGR ,True,131
DAPG,66, O11 DAPG, O31 PGR ,True,131
DAPG,67, C1  DAPG, C3  PGR ,True,131
DAPG,68, HA  DAPG, HA  PGR ,True,131
DAPG,69, HB  DAPG, HB  PGR ,True,131
DAPG,70, C2  DAPG, C2  PGR ,True,131
DAPG,71, HS  DAPG, HX  PGR ,True,131
DAPG,72, O21 DAPG, O21 PGR ,True,131
DAPG,73, C21 DAPG, C21 PGR ,True,131
DAPG,74, O22 DAPG, O22 PGR ,True,131
DAPG,75, C3  DAPG, C1  PGR ,True,131
DAPG,76, HX  DAPG, HR  PGR ,True,131
DAPG,77, HY  DAPG, HS  PGR ,True,131
DAPG,78, O31 DAPG, O11 PGR ,True,131
DAPG,79, C31 DAPG, C11 PGR ,True,131
DAPG,80, O32 DAPG, O12 PGR ,True,131
DAPG,81, C22 DAPG, C12 AR  ,True,131
DAPG,82, H2R DAPG, H2R AR  ,True,131
DAPG,83, H2S DAPG, H2S AR  ,True,131
DAPG,84, C23 DAPG, C13 AR  ,True,131
DAPG,85, H3R DAPG, H3R AR  ,True,131
DAPG,86, H3S DAPG, H3S AR  ,True,131
DAPG,87, C24 DAPG, C14 AR  ,True,131
DAPG,88, H4R DAPG, H4R AR  ,True,131
DAPG,89, H4S DAPG, H4S AR  ,True,131
DAPG,90, C25 DAPG, C15 AR  ,True,131
DAPG,91, H5R DAPG, H5R AR  ,True,131
DAPG,92, C26 DAPG, C16 AR  ,True,131
DAPG,93, H6R DAPG, H6R AR  ,True,131
DAPG,94, C27 DAPG, C17 AR  ,True,131
DAPG,95, H7R DAPG, H7R AR  ,True,131
DAPG,96, H7S DAPG, H7S AR  ,True,131
DAPG,97, C28 DAPG, C18 AR  ,True,131
DAPG,98, H8R DAPG, H8R AR  ,True,131
DAPG,99, C29 DAPG, C19 AR  ,True,131
DAPG,100, H9R DAPG, H9R AR  ,True,131
DAPG,101,C210 DAPG,C110 AR  ,True,131
DAPG,102,H10R DAPG,H10R AR  ,True,131
DAPG,103,H10S DAPG,H10S AR  ,True,131
DAPG,104,C211 DAPG,C111 AR  ,True,131
DAPG,105,H11R DAPG,H11R AR  ,True,131
DAPG,106,C212 DAPG,C112 AR  ,True,131
DAPG,107,H12R DAPG,H12R AR  ,True,131
DAPG,108,C213 DAPG,C113 AR  ,True,131
DAPG,109,H13R DAPG,H13R AR  ,True,131
DAPG,110,H13S DAPG,H13S AR  ,True,131
DAPG,111,C214 DAPG,C114 AR  ,True,131
DAPG,112,H14R DAPG,H14R AR  ,True,131
DAPG,113,C215 DAPG,C115 AR  ,True,131
DAPG,114,H15R DAPG,H15R AR  ,True,131
DAPG,115,C216 DAPG,C116 AR  ,True,131
DAPG,116,H16R DAPG,H16R AR  ,True,131
DAPG,117,H16S DAPG,H16S AR  ,True,131
DAPG,118,C217 DAPG,C117 AR  ,True,131
DAPG,119,H17R DAPG,H17R AR  ,True,131
DAPG,120,H17S DAPG,H17S AR  ,True,131
DAPG,121,C218 DAPG,C118 AR  ,True,131
DAPG,122,H18R DAPG,H18R AR  ,True,131
DAPG,123,H18S DAPG,H18S AR  ,True,131
DAPG,124,C219 DAPG,C119 AR  ,True,131
DAPG,125,H19R DAPG,H19R AR  ,True,131
DAPG,126,H19S DAPG,H19S AR  ,True,131
DAPG,127,C220 DAPG,C120 AR  ,True,131
DAPG,128,H20R DAPG,H20R AR  ,True,131
DAPG,129,H20S DAPG,H20S AR  ,True,131
DAPG,130,H20T DAPG,H20T AR  ,True,131
DAPS,0, C32 DAPS, C12 AR  ,True,131
DAPS,1, H2X DAPS, H2R AR  ,True,131
DAPS,2, H2Y DAPS, H2S AR  ,True,131
DAPS,3, C33 DAPS, C13 AR  ,True,131
DAPS,4, H3X DAPS, H3R AR  ,True,131
DAPS,5, H3Y DAPS, H3S AR  ,True,131
DAPS,6, C34 DAPS, C14 AR  ,True,131
DAPS,7, H4X DAPS, H4R AR  ,True,131
DAPS,8, H4Y DAPS, H4S AR  ,True,131
DAPS,9, C35 DAPS, C15 AR  ,True,131
DAPS,10, H5X DAPS, H5R AR  ,True,131
DAPS,11, C36 DAPS, C16 AR  ,True,131
DAPS,12, H6X DAPS, H6R AR  ,True,131
DAPS,13, C37 DAPS, C17 AR  ,True,131
DAPS,14, H7X DAPS, H7R AR  ,True,131
DAPS,15, H7Y DAPS, H7S AR  ,True,131
DAPS,16, C38 DAPS, C18 AR  ,True,131
DAPS,17, H8X DAPS, H8R AR  ,True,131
DAPS,18, C39 DAPS, C19 AR  ,True,131
DAPS,19, H9X DAPS, H9R AR  ,True,131
DAPS,20,C310 DAPS,C110 AR  ,True,131
DAPS,21,H10X DAPS,H10R AR  ,True,131
DAPS,22,H10Y DAPS,H10S AR  ,True,131
DAPS,23,C311 DAPS,C111 AR  ,True,131
DAPS,24,H11X DAPS,H11R AR  ,True,131
DAPS,25,C312 DAPS,C112 AR  ,True,131
DAPS,26,H12X DAPS,H12R AR  ,True,131
DAPS,27,C313 DAPS,C113 AR  ,True,131
DAPS,28,H13X DAPS,H13R AR  ,True,131
DAPS,29,H13Y DAPS,H13S AR  ,True,131
DAPS,30,C314 DAPS,C114 AR  ,True,131
DAPS,31,H14X DAPS,H14R AR  ,True,131
DAPS,32,C315 DAPS,C115 AR  ,True,131
DAPS,33,H15X DAPS,H15R AR  ,True,131
DAPS,34,C316 DAPS,C116 AR  ,True,131
DAPS,35,H16X DAPS,H16R AR  ,True,131
DAPS,36,H16Y DAPS,H16S AR  ,True,131
DAPS,37,C317 DAPS,C117 AR  ,True,131
DAPS,38,H17X DAPS,H17R AR  ,True,131
DAPS,39,H17Y DAPS,H17S AR  ,True,131
DAPS,40,C318 DAPS,C118 AR  ,True,131
DAPS,41,H18X DAPS,H18R AR  ,True,131
DAPS,42,H18Y DAPS,H18S AR  ,True,131
DAPS,43,C319 DAPS,C119 AR  ,True,131
DAPS,44,H19X DAPS,H19R AR  ,True,131
DAPS,45,H19Y DAPS,H19S AR  ,True,131
DAPS,46,C320 DAPS,C120 AR  ,True,131
DAPS,47,H20X DAPS,H20R AR  ,True,131
DAPS,48,H20Y DAPS,H20S AR  ,True,131
DAPS,49,H20Z DAPS,H20T AR  ,True,131
DAPS,50, N   DAPS, N31 PS  ,True,131
DAPS,51, HN1 DAPS,HN1A PS  ,True,131
DAPS,52, HN2 DAPS,HN1B PS  ,True,131
DAPS,53, HN3 DAPS,HN1C PS  ,True,131
DAPS,54, C12 DAPS, C32 PS  ,True,131
DAPS,55,H12A DAPS, H2A PS  ,True,131
DAPS,56, C13 DAPS, C33 PS  ,True,131
DAPS,57,O13A DAPS, O35 PS  ,True,131
DAPS,58,O13B DAPS, O36 PS  ,True,131
DAPS,59, C11 DAPS, C31 PS  ,True,131
DAPS,60,H11A DAPS, H1A PS  ,True,131
DAPS,61,H11B DAPS, H1B PS  ,True,131
DAPS,62, P   DAPS, P31 PS  ,True,131
DAPS,63, O13 DAPS, O33 PS  ,True,131
DAPS,64, O14 DAPS, O34 PS  ,True,131
DAPS,65, O12 DAPS, O32 PS  ,True,131
DAPS,66, O11 DAPS, O31 PS  ,True,131
DAPS,67, C1  DAPS, C3  PS  ,True,131
DAPS,68, HA  DAPS, HA  PS  ,True,131
DAPS,69, HB  DAPS, HB  PS  ,True,131
DAPS,70, C2  DAPS, C2  PS  ,True,131
DAPS,71, HS  DAPS, HX  PS  ,True,131
DAPS,72, O21 DAPS, O21 PS  ,True,131
DAPS,73, C21 DAPS, C21 PS  ,True,131
DAPS,74, O22 DAPS, O22 PS  ,True,131
DAPS,75, C3  DAPS, C1  PS  ,True,131
DAPS,76, HX  DAPS, HR  PS  ,True,131
DAPS,77, HY  DAPS, HS  PS  ,True,131
DAPS,78, O31 DAPS, O11 PS  ,True,131
DAPS,79, C31 DAPS, C11 PS  ,True,131
DAPS,80, O32 DAPS, O12 PS  ,True,131
DAPS,81, C22 DAPS, C12 AR  ,True,131
DAPS,82, H2R DAPS, H2R AR  ,True,131
DAPS,83, H2S DAPS, H2S AR  ,True,131
DAPS,84, C23 DAPS, C13 AR  ,True,131
DAPS,85, H3R DAPS, H3R AR  ,True,131
DAPS,86, H3S DAPS, H3S AR  ,True,131
DAPS,87, C24 DAPS, C14 AR  ,True,131
DAPS,88, H4R DAPS, H4R AR  ,True,131
DAPS,89, H4S DAPS, H4S AR  ,True,131
DAPS,90, C25 DAPS, C15 AR  ,True,131
DAPS,91, H5R DAPS, H5R AR  ,True,131
DAPS,92, C26 DAPS, C16 AR  ,True,131
DAPS,93, H6R DAPS, H6R AR  ,True,131
DAPS,94, C27 DAPS, C17 AR  ,True,131
DAPS,95, H7R DAPS, H7R AR  ,True,131
DAPS,96, H7S DAPS, H7S AR  ,True,131
DAPS,97, C28 DAPS, C18 AR  ,True,131
DAPS,98, H8R DAPS, H8R AR  ,True,131
DAPS,99, C29 DAPS, C19 AR  ,True,131
DAPS,100, H9R DAPS, H9R AR  ,True,131
DAPS,101,C210 DAPS,C110 AR  ,True,131
DAPS,102,H10R DAPS,H10R AR  ,True,131
DAPS,103,H10S DAPS,H10S AR  ,True,131
DAPS,104,C211 DAPS,C111 AR  ,True,131
DAPS,105,H11R DAPS,H11R AR  ,True,131
DAPS,106,C212 DAPS,C112 AR  ,True,131
DAPS,107,H12R DAPS,H12R AR  ,True,131
DAPS,108,C213 DAPS,C113 AR  ,True,131
DAPS,109,H13R DAPS,H13R AR  ,True,131
DAPS,110,H13S DAPS,H13S AR  ,True,131
DAPS,111,C214 DAPS,C114 AR  ,True,131
DAPS,112,H14R DAPS,H14R AR  ,True,131
DAPS,113,C215 DAPS,C115 AR  ,True,131
DAPS,114,H15R DAPS,H15R AR  ,True,131
DAPS,115,C216 DAPS,C116 AR  ,True,131
DAPS,116,H16R DAPS,H16R AR  ,True,131
DAPS,117,H16S DAPS,H16S AR  ,True,131
DAPS,118,C217 DAPS,C117 AR  ,True,131
DAPS,119,H17R DAPS,H17R AR  ,True,131
DAPS,120,H17S DAPS,H17S AR  ,True,131
DAPS,121,C218 DAPS,C118 AR  ,True,131
DAPS,122,H18R DAPS,H18R AR  ,True,131
DAPS,123,H18S DAPS,H18S AR  ,True,131
DAPS,124,C219 DAPS,C119 AR  ,True,131
DAPS,125,H19R DAPS,H19R AR  ,True,131
DAPS,126,H19S DAPS,H19S AR  ,True,131
DAPS,127,C220 DAPS,C120 AR  ,True,131
DAPS,128,H20R DAPS,H20R AR  ,True,131
DAPS,129,H20S DAPS,H20S AR  ,True,131
DAPS,130,H20T DAPS,H20T AR  ,True,131
DLPA,0, C32 DLPA, C12 LA  ,True,88
DLPA,1, H2X DLPA, H2R LA  ,True,88
DLPA,2, H2Y DLPA, H2S LA  ,True,88
DLPA,3, C33 DLPA, C13 LA  ,True,88
DLPA,4, H3X DLPA, H3R LA  ,True,88
DLPA,5, H3Y DLPA, H3S LA  ,True,88
DLPA,6, C34 DLPA, C14 LA  ,True,88
DLPA,7, H4X DLPA, H4R LA  ,True,88
DLPA,8, H4Y DLPA, H4S LA  ,True,88
DLPA,9, C35 DLPA, C15 LA  ,True,88
DLPA,10, H5X DLPA, H5R LA  ,True,88
DLPA,11, H5Y DLPA, H5S LA  ,True,88
DLPA,12, C36 DLPA, C16 LA  ,True,88
DLPA,13, H6X DLPA, H6R LA  ,True,88
DLPA,14, H6Y DLPA, H6S LA  ,True,88
DLPA,15, C37 DLPA, C17 LA  ,True,88
DLPA,16, H7X DLPA, H7R LA  ,True,88
DLPA,17, H7Y DLPA, H7S LA  ,True,88
DLPA,18, C38 DLPA, C18 LA  ,True,88
DLPA,19, H8X DLPA, H8R LA  ,True,88
DLPA,20, H8Y DLPA, H8S LA  ,True,88
DLPA,21, C39 DLPA, C19 LA  ,True,88
DLPA,22, H9X DLPA, H9R LA  ,True,88
DLPA,23, H9Y DLPA, H9S LA  ,True,88
DLPA,24,C310 DLPA,C110 LA  ,True,88
DLPA,25,H10X DLPA,H10R LA  ,True,88
DLPA,26,H10Y DLPA,H10S LA  ,True,88
DLPA,27,C311 DLPA,C111 LA  ,True,88
DLPA,28,H11X DLPA,H11R LA  ,True,88
DLPA,29,H11Y DLPA,H11S LA  ,True,88
DLPA,30,C312 DLPA,C112 LA  ,True,88
DLPA,31,H12X DLPA,H12R LA  ,True,88
DLPA,32,H12Y DLPA,H12S LA  ,True,88
DLPA,33,H12Z DLPA,H12T LA  ,True,88
DLPA,34, P   DLPA, P31 PH- ,True,88
DLPA,35, O13 DLPA, O33 PH- ,True,88
DLPA,36, O14 DLPA, O34 PH- ,True,88
DLPA,37, O12 DLPA, O32 PH- ,True,88
DLPA,38, H12 DLPA,HO2A PH- ,True,88
DLPA,39, O11 DLPA, O31 PH- ,True,88
DLPA,40, C1  DLPA, C3  PH- ,True,88
DLPA,41, HA  DLPA, HA  PH- ,True,88
DLPA,42, HB  DLPA, HB  PH- ,True,88
DLPA,43, C2  DLPA, C2  PH- ,True,88
DLPA,44, HS  DLPA, HX  PH- ,True,88
DLPA,45, O21 DLPA, O21 PH- ,True,88
DLPA,46, C21 DLPA, C21 PH- ,True,88
DLPA,47, O22 DLPA, O22 PH- ,True,88
DLPA,48, C3  DLPA, C1  PH- ,True,88
DLPA,49, HX  DLPA, HR  PH- ,True,88
DLPA,50, HY  DLPA, HS  PH- ,True,88
DLPA,51, O31 DLPA, O11 PH- ,True,88
DLPA,52, C31 DLPA, C11 PH- ,True,88
DLPA,53, O32 DLPA, O12 PH- ,True,88
DLPA,54, C22 DLPA, C12 LA  ,True,88
DLPA,55, H2R DLPA, H2R LA  ,True,88
DLPA,56, H2S DLPA, H2S LA  ,True,88
DLPA,57, C23 DLPA, C13 LA  ,True,88
DLPA,58, H3R DLPA, H3R LA  ,True,88
DLPA,59, H3S DLPA, H3S LA  ,True,88
DLPA,60, C24 DLPA, C14 LA  ,True,88
DLPA,61, H4R DLPA, H4R LA  ,True,88
DLPA,62, H4S DLPA, H4S LA  ,True,88
DLPA,63, C25 DLPA, C15 LA  ,True,88
DLPA,64, H5R DLPA, H5R LA  ,True,88
DLPA,65, H5S DLPA, H5S LA  ,True,88
DLPA,66, C26 DLPA, C16 LA  ,True,88
DLPA,67, H6R DLPA, H6R LA  ,True,88
DLPA,68, H6S DLPA, H6S LA  ,True,88
DLPA,69, C27 DLPA, C17 LA  ,True,88
DLPA,70, H7R DLPA, H7R LA  ,True,88
DLPA,71, H7S DLPA, H7S LA  ,True,88
DLPA,72, C28 DLPA, C18 LA  ,True,88
DLPA,73, H8R DLPA, H8R LA  ,True,88
DLPA,74, H8S DLPA, H8S LA  ,True,88
DLPA,75, C29 DLPA, C19 LA  ,True,88
DLPA,76, H9R DLPA, H9R LA  ,True,88
DLPA,77, H9S DLPA, H9S LA  ,True,88
DLPA,78,C210 DLPA,C110 LA  ,True,88
DLPA,79,H10R DLPA,H10R LA  ,True,88
DLPA,80,H10S DLPA,H10S LA  ,True,88
DLPA,81,C211 DLPA,C111 LA  ,True,88
DLPA,82,H11R DLPA,H11R LA  ,True,88
DLPA,83,H11S DLPA,H11S LA  ,True,88
DLPA,84,C212 DLPA,C112 LA  ,True,88
DLPA,85,H12R DLPA,H12R LA  ,True,88
DLPA,86,H12S DLPA,H12S LA  ,True,88
DLPA,87,H12T DLPA,H12T LA  ,True,88
DLPC,0, C32 DLPC, C12 LA  ,True,106
DLPC,1, H2X DLPC, H2R LA  ,True,106
DLPC,2, H2Y DLPC, H2S LA  ,True,106
DLPC,3, C33 DLPC, C13 LA  ,True,106
DLPC,4, H3X DLPC, H3R LA  ,True,106
DLPC,5, H3Y DLPC, H3S LA  ,True,106
DLPC,6, C34 DLPC, C14 LA  ,True,106
DLPC,7, H4X DLPC, H4R LA  ,True,106
DLPC,8, H4Y DLPC, H4S LA  ,True,106
DLPC,9, C35 DLPC, C15 LA  ,True,106
DLPC,10, H5X DLPC, H5R LA  ,True,106
DLPC,11, H5Y DLPC, H5S LA  ,True,106
DLPC,12, C36 DLPC, C16 LA  ,True,106
DLPC,13, H6X DLPC, H6R LA  ,True,106
DLPC,14, H6Y DLPC, H6S LA  ,True,106
DLPC,15, C37 DLPC, C17 LA  ,True,106
DLPC,16, H7X DLPC, H7R LA  ,True,106
DLPC,17, H7Y DLPC, H7S LA  ,True,106
DLPC,18, C38 DLPC, C18 LA  ,True,106
DLPC,19, H8X DLPC, H8R LA  ,True,106
DLPC,20, H8Y DLPC, H8S LA  ,True,106
DLPC,21, C39 DLPC, C19 LA  ,True,106
DLPC,22, H9X DLPC, H9R LA  ,True,106
DLPC,23, H9Y DLPC, H9S LA  ,True,106
DLPC,24,C310 DLPC,C110 LA  ,True,106
DLPC,25,H10X DLPC,H10R LA  ,True,106
DLPC,26,H10Y DLPC,H10S LA  ,True,106
DLPC,27,C311 DLPC,C111 LA  ,True,106
DLPC,28,H11X DLPC,H11R LA  ,True,106
DLPC,29,H11Y DLPC,H11S LA  ,True,106
DLPC,30,C312 DLPC,C112 LA  ,True,106
DLPC,31,H12X DLPC,H12R LA  ,True,106
DLPC,32,H12Y DLPC,H12S LA  ,True,106
DLPC,33,H12Z DLPC,H12T LA  ,True,106
DLPC,34, N   DLPC, N31 PC  ,True,106
DLPC,35, C13 DLPC, C33 PC  ,True,106
DLPC,36,H13A DLPC, H3A PC  ,True,106
DLPC,37,H13B DLPC, H3B PC  ,True,106
DLPC,38,H13C DLPC, H3C PC  ,True,106
DLPC,39, C14 DLPC, C34 PC  ,True,106
DLPC,40,H14A DLPC, H4A PC  ,True,106
DLPC,41,H14B DLPC, H4B PC  ,True,106
DLPC,42,H14C DLPC, H4C PC  ,True,106
DLPC,43, C15 DLPC, C35 PC  ,True,106
DLPC,44,H15A DLPC, H5A PC  ,True,106
DLPC,45,H15B DLPC, H5B PC  ,True,106
DLPC,46,H15C DLPC, H5C PC  ,True,106
DLPC,47, C12 DLPC, C32 PC  ,True,106
DLPC,48,H12A DLPC, H2A PC  ,True,106
DLPC,49,H12B DLPC, H2B PC  ,True,106
DLPC,50, C11 DLPC, C31 PC  ,True,106
DLPC,51,H11A DLPC, H1A PC  ,True,106
DLPC,52,H11B DLPC, H1B PC  ,True,106
DLPC,53, P   DLPC, P31 PC  ,True,106
DLPC,54, O13 DLPC, O33 PC  ,True,106
DLPC,55, O14 DLPC, O34 PC  ,True,106
DLPC,56, O11 DLPC, O31 PC  ,True,106
DLPC,57, O12 DLPC, O32 PC  ,True,106
DLPC,58, C1  DLPC, C3  PC  ,True,106
DLPC,59, HA  DLPC, HA  PC  ,True,106
DLPC,60, HB  DLPC, HB  PC  ,True,106
DLPC,61, C2  DLPC, C2  PC  ,True,106
DLPC,62, HS  DLPC, HX  PC  ,True,106
DLPC,63, O21 DLPC, O21 PC  ,True,106
DLPC,64, C21 DLPC, C21 PC  ,True,106
DLPC,65, O22 DLPC, O22 PC  ,True,106
DLPC,66, C3  DLPC, C1  PC  ,True,106
DLPC,67, HX  DLPC, HR  PC  ,True,106
DLPC,68, HY  DLPC, HS  PC  ,True,106
DLPC,69, O31 DLPC, O11 PC  ,True,106
DLPC,70, C31 DLPC, C11 PC  ,True,106
DLPC,71, O32 DLPC, O12 PC  ,True,106
DLPC,72, C22 DLPC, C12 LA  ,True,106
DLPC,73, H2R DLPC, H2R LA  ,True,106
DLPC,74, H2S DLPC, H2S LA  ,True,106
DLPC,75, C23 DLPC, C13 LA  ,True,106
DLPC,76, H3R DLPC, H3R LA  ,True,106
DLPC,77, H3S DLPC, H3S LA  ,True,106
DLPC,78, C24 DLPC, C14 LA  ,True,106
DLPC,79, H4R DLPC, H4R LA  ,True,106
DLPC,80, H4S DLPC, H4S LA  ,True,106
DLPC,81, C25 DLPC, C15 LA  ,True,106
DLPC,82, H5R DLPC, H5R LA  ,True,106
DLPC,83, H5S DLPC, H5S LA  ,True,106
DLPC,84, C26 DLPC, C16 LA  ,True,106
DLPC,85, H6R DLPC, H6R LA  ,True,106
DLPC,86, H6S DLPC, H6S LA  ,True,106
DLPC,87, C27 DLPC, C17 LA  ,True,106
DLPC,88, H7R DLPC, H7R LA  ,True,106
DLPC,89, H7S DLPC, H7S LA  ,True,106
DLPC,90, C28 DLPC, C18 LA  ,True,106
DLPC,91, H8R DLPC, H8R LA  ,True,106
DLPC,92, H8S DLPC, H8S LA  ,True,106
DLPC,93, C29 DLPC, C19 LA  ,True,106
DLPC,94, H9R DLPC, H9R LA  ,True,106
DLPC,95, H9S DLPC, H9S LA  ,True,106
DLPC,96,C210 DLPC,C110 LA  ,True,106
DLPC,97,H10R DLPC,H10R LA  ,True,106
DLPC,98,H10S DLPC,H10S LA  ,True,106
DLPC,99,C211 DLPC,C111 LA  ,True,106
DLPC,100,H11R DLPC,H11R LA  ,True,106
DLPC,101,H11S DLPC,H11S LA  ,True,106
DLPC,102,C212 DLPC,C112 LA  ,True,106
DLPC,103,H12R DLPC,H12R LA  ,True,106
DLPC,104,H12S DLPC,H12S LA  ,True,106
DLPC,105,H12T DLPC,H12T LA  ,True,106
DLPE,0, C32 DLPE, C12 LA  ,True,97
DLPE,1, H2X DLPE, H2R LA  ,True,97
DLPE,2, H2Y DLPE, H2S LA  ,True,97
DLPE,3, C33 DLPE, C13 LA  ,True,97
DLPE,4, H3X DLPE, H3R LA  ,True,97
DLPE,5, H3Y DLPE, H3S LA  ,True,97
DLPE,6, C34 DLPE, C14 LA  ,True,97
DLPE,7, H4X DLPE, H4R LA  ,True,97
DLPE,8, H4Y DLPE, H4S LA  ,True,97
DLPE,9, C35 DLPE, C15 LA  ,True,97
DLPE,10, H5X DLPE, H5R LA  ,True,97
DLPE,11, H5Y DLPE, H5S LA  ,True,97
DLPE,12, C36 DLPE, C16 LA  ,True,97
DLPE,13, H6X DLPE, H6R LA  ,True,97
DLPE,14, H6Y DLPE, H6S LA  ,True,97
DLPE,15, C37 DLPE, C17 LA  ,True,97
DLPE,16, H7X DLPE, H7R LA  ,True,97
DLPE,17, H7Y DLPE, H7S LA  ,True,97
DLPE,18, C38 DLPE, C18 LA  ,True,97
DLPE,19, H8X DLPE, H8R LA  ,True,97
DLPE,20, H8Y DLPE, H8S LA  ,True,97
DLPE,21, C39 DLPE, C19 LA  ,True,97
DLPE,22, H9X DLPE, H9R LA  ,True,97
DLPE,23, H9Y DLPE, H9S LA  ,True,97
DLPE,24,C310 DLPE,C110 LA  ,True,97
DLPE,25,H10X DLPE,H10R LA  ,True,97
DLPE,26,H10Y DLPE,H10S LA  ,True,97
DLPE,27,C311 DLPE,C111 LA  ,True,97
DLPE,28,H11X DLPE,H11R LA  ,True,97
DLPE,29,H11Y DLPE,H11S LA  ,True,97
DLPE,30,C312 DLPE,C112 LA  ,True,97
DLPE,31,H12X DLPE,H12R LA  ,True,97
DLPE,32,H12Y DLPE,H12S LA  ,True,97
DLPE,33,H12Z DLPE,H12T LA  ,True,97
DLPE,34, N   DLPE, N31 PE  ,True,97
DLPE,35, HN1 DLPE,HN1A PE  ,True,97
DLPE,36, HN2 DLPE,HN1B PE  ,True,97
DLPE,37, HN3 DLPE,HN1C PE  ,True,97
DLPE,38, C12 DLPE, C32 PE  ,True,97
DLPE,39,H12A DLPE, H2A PE  ,True,97
DLPE,40,H12B DLPE, H2B PE  ,True,97
DLPE,41, C11 DLPE, C31 PE  ,True,97
DLPE,42,H11A DLPE, H1A PE  ,True,97
DLPE,43,H11B DLPE, H1B PE  ,True,97
DLPE,44, P   DLPE, P31 PE  ,True,97
DLPE,45, O13 DLPE, O33 PE  ,True,97
DLPE,46, O14 DLPE, O34 PE  ,True,97
DLPE,47, O11 DLPE, O31 PE  ,True,97
DLPE,48, O12 DLPE, O32 PE  ,True,97
DLPE,49, C1  DLPE, C3  PE  ,True,97
DLPE,50, HA  DLPE, HA  PE  ,True,97
DLPE,51, HB  DLPE, HB  PE  ,True,97
DLPE,52, C2  DLPE, C2  PE  ,True,97
DLPE,53, HS  DLPE, HX  PE  ,True,97
DLPE,54, O21 DLPE, O21 PE  ,True,97
DLPE,55, C21 DLPE, C21 PE  ,True,97
DLPE,56, O22 DLPE, O22 PE  ,True,97
DLPE,57, C3  DLPE, C1  PE  ,True,97
DLPE,58, HX  DLPE, HR  PE  ,True,97
DLPE,59, HY  DLPE, HS  PE  ,True,97
DLPE,60, O31 DLPE, O11 PE  ,True,97
DLPE,61, C31 DLPE, C11 PE  ,True,97
DLPE,62, O32 DLPE, O12 PE  ,True,97
DLPE,63, C22 DLPE, C12 LA  ,True,97
DLPE,64, H2R DLPE, H2R LA  ,True,97
DLPE,65, H2S DLPE, H2S LA  ,True,97
DLPE,66, C23 DLPE, C13 LA  ,True,97
DLPE,67, H3R DLPE, H3R LA  ,True,97
DLPE,68, H3S DLPE, H3S LA  ,True,97
DLPE,69, C24 DLPE, C14 LA  ,True,97
DLPE,70, H4R DLPE, H4R LA  ,True,97
DLPE,71, H4S DLPE, H4S LA  ,True,97
DLPE,72, C25 DLPE, C15 LA  ,True,97
DLPE,73, H5R DLPE, H5R LA  ,True,97
DLPE,74, H5S DLPE, H5S LA  ,True,97
DLPE,75, C26 DLPE, C16 LA  ,True,97
DLPE,76, H6R DLPE, H6R LA  ,True,97
DLPE,77, H6S DLPE, H6S LA  ,True,97
DLPE,78, C27 DLPE, C17 LA  ,True,97
DLPE,79, H7R DLPE, H7R LA  ,True,97
DLPE,80, H7S DLPE, H7S LA  ,True,97
DLPE,81, C28 DLPE, C18 LA  ,True,97
DLPE,82, H8R DLPE, H8R LA  ,True,97
DLPE,83, H8S DLPE, H8S LA  ,True,97
DLPE,84, C29 DLPE, C19 LA  ,True,97
DLPE,85, H9R DLPE, H9R LA  ,True,97
DLPE,86, H9S DLPE, H9S LA  ,True,97
DLPE,87,C210 DLPE,C110 LA  ,True,97
DLPE,88,H10R DLPE,H10R LA  ,True,97
DLPE,89,H10S DLPE,H10S LA  ,True,97
DLPE,90,C211 DLPE,C111 LA  ,True,97
DLPE,91,H11R DLPE,H11R LA  ,True,97
DLPE,92,H11S DLPE,H11S LA  ,True,97
DLPE,93,C212 DLPE,C112 LA  ,True,97
DLPE,94,H12R DLPE,H12R LA  ,True,97
DLPE,95,H12S DLPE,H12S LA  ,True,97
DLPE,96,H12T DLPE,H12T LA  ,True,97
DLPG,0, C32 DLPG, C12 LA  ,True,99
DLPG,1, H2X DLPG, H2R LA  ,True,99
DLPG,2, H2Y DLPG, H2S LA  ,True,99
DLPG,3, C33 DLPG, C13 LA  ,True,99
DLPG,4, H3X DLPG, H3R LA  ,True,99
